Unnamed: 0,person,text,type,book,ms,city,shelfmark,folia,date
1083,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Schlägl, Stfitsbibliothek CPL 181 (Vielhaber 211), f. 1r-57r, saec. xv. (I-P)..*",Schlägl, Stfitsbibliothek CPL 181 (Vielhaber 211),1r-57r,xv
1084,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Sélestat, Bibliothèque municipale 13 (99), f. 60r-105v, saec. xi4. O: Constance; P: Hirsau; Beatus Rhenanus (see I.S. Robinson, “Zur Arbeitsweise Bernolds von Konstanz und seines Kreises,” Deutsches Archiv für Erforschung des Mittelalters 34 (1978), 51-122). No attribution in MS. (I-P) *",Sélestat, Bibliothèque municipale 13 (99),60r-105v,xi4
1085,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Seville, Capitular, 56-3-7 (82-2-6), f. 1-30v, saec. xv. No attribution in MS. (S,I-P) *",Seville, Capitular,1-30v,xv
1086,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Siena, Biblioteca Comunale F IV 14, f. 136-155, saec. xv. No attribution in MS. (I-P,S)",Siena, Biblioteca Comunale F IV 14,136-155,xv
1087,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Springfield, Ma., City Library Association 1 (091.S.88), saec. xii. Beyernaumberg. (I-P,S) Sold at Christie’s auction house, London, June, 2006.",Springfield, Ma.,,xii
1088,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Stresa, Centro Internazionale di Studi Rosminiani 20, saec. xiv; Padua, St. Iustina. 34 ff.",Stresa, Centro Internazionale di Studi Rosminiani 20,,xiv
1089,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Stuttgart, Württembergische Landesbibliothek HB.IV.14, f. 11. ca. 1490. Prologue only.",Stuttgart, Württembergische Landesbibliothek HB.IV.14,11,unknown
1090,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Stuttgart, Württembergische Landesbibliothek Cod. Theol. 4o 262, f. 121v-144v , saec. xii-xiii; Zweifalten. No attribution in MS*",Stuttgart, Württembergische Landesbibliothek Cod. Theol. 4o 262,121v-144v,xii-xiii
1091,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Toledo, Archivo y Biblioteca Capitulares 9-7, f. 18v-85v, saec. xi-xii. Attributed to Remigius in MS. Guglielmetti – does not appear in HMML description.",Toledo, Archivo y Biblioteca Capitulares 9-7,18v-85v,xi-xii
1092,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Trier, Stadtbibliothek 75, saec. xvi. Johannem Zonsbach Eberhardsklausen. With Comm. on Minor prophets.*",Trier, Stadtbibliothek 75,,xvi
1093,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Turin, Biblioteca Nazionale 539 (D V 26), f. 1-49, saec. xii; St.Maria de Stapharda. No attribution in MS. (I-P,S)",Turin, Biblioteca Nazionale 539 (D V 26),1-49,xii
1094,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Turin, Biblioteca Reale Var. 43, f. 41-64, saec. xi-xii. No attribution in MS. (S).*",Turin, Biblioteca Reale Var. 43,41-64,xi-xii
1095,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Überlingen, Leopold-Sophien-Bibliothek 18, f. 52-79, saec. xv. No attribution in MS. (I-P,S) *",Überlingen, Leopold-Sophien-Bibliothek 18,52-79,xv
1096,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Uppsala, C.127, f. 1-543, saec. xii. Attributed to Heimo in MS. (S,I-P) *",Uppsala, C.127,1-543,xii
1097,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Utrecht, Bibliotheek der Rijksuniversiteit 158, f. 135-196, saec. xiii. Carthusians. Attributed to St. Bernard in MS.(S,I-P) *",Utrecht, Bibliotheek der Rijksuniversiteit 158,135-196,xiii
1098,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Utrecht, Bibliotheek der Rijksuniversiteit 233, f. 58-112, saec. xv. Utrecht, Canons regular. Attributed to Bede in MS. (S,I-P) *",Utrecht, Bibliotheek der Rijksuniversiteit 233,58-112,xv
1099,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vatican, Biblioteca Apostolica lat. 571, f. 1-69r, saec. x.*                                                     134. Vatican, Biblioteca Apostolica Reg. lat. 50, f. 7r-77r, saec. xii. Sanctae Mariae Regali Montis. No attribution in MS. (S,I-P) *",Vatican, Biblioteca Apostolica lat. 571,1-69r,x
1100,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vatican, Biblioteca Apostolica lat. 5096, f. 8v-19v, saec. xii. Incomplete. Attributed to Cassiodorus. (I-P)*",Vatican, Biblioteca Apostolica lat. 5096,8v-19v,xii
1101,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vatican, Biblioteca Apostolica lat. 6007, f. 2r-56r, saec. xii-xiii.. Attributed to Remigius in MS.*",Vatican, Biblioteca Apostolica lat. 6007,2r-56r,xii-xiii
1102,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vatican, Biblioteca Apostolica Chigi A.IV.78, f. 7-37v, saec. xiii. Attributed to Remigius in MS. *",Vatican, Biblioteca Apostolica Chigi A.IV.78,7-37v,xiii
1103,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vatican, Biblioteca Apostolica Pal. lat. 612, f. 211ra-223va, saec. xiv. Stegmüller 11562 (which dates MS to saec. xiii). (I-P)",Vatican, Biblioteca Apostolica Pal. lat. 612,211ra-223va,xiv
1104,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vienna, Österreichische Nationalbibliothek 956, f. 20ra-73rb, saec. x ex.. Attributed to Bede in MS. (S,I-P) *",Vienna, Österreichische Nationalbibliothek 956,20ra-73rb,x ex
1105,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vienna, Österreichische Nationalbibliothek 1128, f. 2v-19v, saec. xii. No attribution in MS. Stegmüller 11649. (I-P) *",Vienna, Österreichische Nationalbibliothek 1128,2v-19v,xii
1106,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Vienna, Österreichische Nationalbibliothek 1361, f. 53-99, saec. xiv. No attribution in MS. (S,I-P) *",Vienna, Österreichische Nationalbibliothek 1361,53-99,xiv
1107,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Zurich, Zentralbibliothek 441 (Rh. 74), p. 121-218, saec. xii. Attributed to Justus of Urgel in MS. (S,I-P) *",Zurich, Zentralbibliothek 441 (Rh. 74),121-218,xii
1108,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Zwettl, Stiftsbibliothek 126, f. 1-60v, saec. xii (Guglielmetti dates to saec. xi). No attribution in MS. *",Zwettl, Stiftsbibliothek 126,1-60v,xii
1109,Haimo,Commentum in Cantica Canticorum,Commentary,Song of Songs,"Zwettl, Stiftsbibliothek 386, f. 115-148, saec. xiii (Guglielmetti dates ca. 1200). No attribution in MS. (S,I-P) *",Zwettl, Stiftsbibliothek 386,115-148,xiii
1110,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Alençon, Bibliothèque municipale 78, f. 1-159, saec. xii: St. Evroult. (I-P)",Alençon, Bibliothèque municipale 78,1-159,xii: st
1111,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Autun, Bibliothèque municipale S 13, saec. ixex-x inc (Maître; Bischoff: ix3/3). O: Reims area (Maître); Fleury-Auxerre (Bischoff); P: Autun, St. Lazare & St.-Nazaire. (I-P)",Autun, Bibliothèque municipale S 13,,ixex-x inc
1112,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Bamberg, Staatsbibliothek 131 (A.II.34), f. 12-60. Incomplete. (I-P)",Bamberg, Staatsbibliothek 131 (A.II.34),12-60,unknown
1113,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Barcelona, Archivo Capitular 64, f. 124rb-168rb, saec. xi. *",Barcelona, Archivo Capitular 64,124rb-168rb,xi
1114,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Berlin, Staatsbibliothek - Preussischer Staatsbibliothek, Lat. qu. 679 (Krakow, Biblioteka Jagiellonska; Görres 46), saec. xi1; O: NW France; P: Trier, St.-Maximin. (I-P)",Berlin, Staatsbibliothek - Preussischer Staatsbibliothek,,xi1
1115,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Berlin, Staatsbibliothek - Preussischer Staatsbibliothek Lat. fol. 731 (Görres 23), f. 1-150, saec. xii2/2; Himmerod, St. Marie. (I-P)",Berlin, Staatsbibliothek - Preussischer Staatsbibliothek Lat. fol. 731 (Görres 23),1-150,xii2/2
1116,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Brussels, Bibliothèque Royale 9325-26 (V.d. G. 251), saec. xii; Liège, St. Laurent. f. 1-154. (S,I-P)",Brussels, Bibliothèque Royale 9325-26 (V.d. G. 251),1-154,xii
1117,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Cambridge, Univ. 449 (Dd VIII 15), f. 1-162. (S,I-P)",Cambridge, Univ. 449 (Dd VIII 15),1-162,unknown
1118,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Douai, Bibliothèque municipale 342, saec. xi. Marchiennes. (S,I-P)",Douai, Bibliothèque municipale 342,,xi
1119,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Frankfurt-am-Main, Stadt- und Universitätsbibliothek Barth. 57, f. 105va-150vb, saec. xii2. *",Frankfurt-am-Main, Stadt- und Universitätsbibliothek Barth. 57,105va-150vb,xii2
1120,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Giessen, Universitet Bibliothek 1105, f. 61r-142rb, saec. xiv1; Haina (Hesse). As marginal glosses.",Giessen, Universitet Bibliothek 1105,61r-142rb,xiv1
1121,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Grenoble, Bibliothèque municipale 270 (42), f. 77-179, saec. xii. Chartreux. (S,I-P)",Grenoble, Bibliothèque municipale 270 (42),77-179,xii
1122,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Karlsruhe, Badische Landesbibliothek Aug. LXV, saec. xi ex. Differs from PL text. (S,I-P) *",Karlsruhe, Badische Landesbibliothek Aug. LXV,,xi ex
1123,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Laon, Bibliothèque municipale 37, saec. ix3/3; O: Soissons; P: Martin Hibernensis (S,I-P)",Laon, Bibliothèque municipale 37,,ix3/3
1124,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Le Mans, Bibliothèque municipale 219, saec. xii; St. Pierre de La Couture. Cat. des MSS datés VII, 219. (S,I-P)",Le Mans, Bibliothèque municipale 219,,xii
1125,Haimo,Commentum in Isaiam,Commentary,Isaiah,"London, British Library Egerton 2782, saec. xii. (S,I-P)",London, British Library Egerton 2782,,xii
1126,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Madrid, Academia de la Historia 10(3) [F. 181 y 7], f. 128r-143v, saec. xii ex-xiii inc.",Madrid, Academia de la Historia 10(3) [F. 181 y 7],128r-143v,xii ex-xiii inc
1127,Haimo,Commentum in Isaiam,Commentary,Isaiah,"New Haven, Yale University, Beinecke Library 643, f. 124vb-138va. Ca. 1180; O: Morimondo; P: Paolo Giovio. Florilegia of passages arranged according to some liturgical requirement?",New Haven, Yale University,124vb-138va,unknown
1128,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Oxford, Bailliol College 182, f. 1-121, saec. xii. (S,I-P)",Oxford, Bailliol College 182,1-121,xii
1129,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Oxford, Lincoln College 17, f. 1-189, saec. xii. (S,I-P)",Oxford, Lincoln College 17,1-189,xii
1130,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Oxford, Merton College 185, f. 1-240, saec. xiv. (S,I-P)",Oxford, Merton College 185,1-240,xiv
1131,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Oxford, St. John's College 20, f. 1-178, saec. xii. (S,I-P)",Oxford, St. John's College 20,1-178,xii
1132,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 1886 (Le Teillier de Reims 205; Regius 37584), f. 94v-95: pref. (PL 116: 715-717), saec. xii.",Paris, Bibliothèque nationale de France lat. 1886 (Le Teillier de Reims 205; Regius 37584),94v-95: re,xii
1133,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 2405, saec. xii. (S,I-P)",Paris, Bibliothèque nationale de France lat. 2405,,xii
1134,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 2406, saec. xiii inc. (S,I-P)",Paris, Bibliothèque nationale de France lat. 2406,,xiii inc
1135,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 2407, saec. xii. (S,I-P)",Paris, Bibliothèque nationale de France lat. 2407,,xii
1136,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 2408, saec. xiii. (S,I-P)",Paris, Bibliothèque nationale de France lat. 2408,,xiii
1137,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 16274, saec. xiv. Sorbonne. (S,I-P)",Paris, Bibliothèque nationale de France lat. 16274,,xiv
1138,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Paris, Bibliothèque nationale de France lat. 16880, saec. xii. St. Martin-des-Champs.",Paris, Bibliothèque nationale de France lat. 16880,,xii
1139,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Princeton, University Library Garrett 73, saec. xii; England (S,I-P)",Princeton, University Library Garrett 73,,xii
1140,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Rome, Biblioteca Nazionale 1270 (Sess. 36), f. 1-207v, saec. xi; Nonantola.",Rome, Biblioteca Nazionale 1270 (Sess. 36),1-207v,xi
1141,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Rouen, Bibliothèque municipale 135 (A.153), saec. xi2. Jumièges (?). Cat. MSS datés xii,  159 ff. (S,I-P) *",Rouen, Bibliothèque municipale 135 (A.153),"(S,I-P) *",xi2
1142,Haimo,Commentum in Isaiam,Commentary,Isaiah,"St. Gallen, Stiftsbibliothek 322, f. 1-324, saec. xi. Copy of Karleruhe MS; differs from PL text. (S,I-P)",St. Gallen, Stiftsbibliothek 322,1-324,xi
1143,Haimo,Commentum in Isaiam,Commentary,Isaiah,"St. Omer, Bibliothèque municipale 11, saec. xiv. Clairmarais.",St. Omer, Bibliothèque municipale 11,,xiv
1144,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Trier, Stadtbibliothek 64 (1679). 128 leaves, saec x. (S,I-P)",Trier, Stadtbibliothek 64 (1679). 128 leaves,,x
1145,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Trier, Stadtbibliothek 65. 1460. (S,I-P)",Trier, Stadtbibliothek 65. 1460. (S,,unknown
1146,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Trier, Stadtbibliothek 67 (1051), saec. xi; Trier, St.Martin. Incomplete. (I-P)",Trier, Stadtbibliothek 67 (1051),,xi
1147,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Troyes, Bibliothèque municipale 180, saec. xii. Clairvaux. (S,I-P)",Troyes, Bibliothèque municipale 180,,xii
1148,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Turin, Biblioteca Nazionale 531 (D.V.17 (Pas. Lat. DCCXXXVI)), f. 1r-185v, saec. xi-xii. (S)*",Turin, Biblioteca Nazionale 531 (D.V.17 (Pas. Lat. DCCXXXVI)),1r-185v,xi-xii
1149,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Vatican, Biblioteca Apostolica lat. 8567. (S,I-P)",Vatican, Biblioteca Apostolica lat. 8567. (S,,unknown
1150,Haimo,Commentum in Isaiam,Commentary,Isaiah,"Vercelli, Archivio Capitolare CXIX (Arab 134), saec. xii. ff. 142. (S,I-P)",Vercelli, Archivio Capitolare CXIX (Arab 134),142,xii
1151,Haimo,Commentum in Hieremiam,Commentary,Jeremiah,"Barcelona, Archivo Capitular 64, f. 74ra-83rb, saec. x-xi. (Stegmüller 8563)*",Barcelona, Archivo Capitular 64,74ra-83rb,x-xi
1152,Haimo,Commentum in Hieremiam,Commentary,Jeremiah,"Orléans, Bibliothèque municipale 191 (168), p. 246-256, saec. x-xi. *",Orléans, Bibliothèque municipale 191 (168),246-256,x-xi
1153,Haimo,Commentum in Hieremiam,Commentary,Jeremiah,"Turin, Biblioteca Nazionale 531 (D.V.17), f. 291r-298r, saec. xi- xii. Incomplete, ends at Jer. 20,7. (S) *",Turin, Biblioteca Nazionale 531 (D.V.17),291r-298r,xi- xii
1154,Haimo,Commentum in Ezechielem,Commentary,Ezekiel,"Paris, Bibliothèque nationale de France lat. 12302, saec. x ex.- xi inc. Auxerre. (S,I-P)",Paris, Bibliothèque nationale de France lat. 12302,,x ex
1155,,Commentarium in Danielem,Commentary,Daniel,"Albi, Bibliothèque municipale 31, f. 61r-72v, saec. ix.",Albi, Bibliothèque municipale 31,61r-72v,ix
1156,,Commentarium in Danielem,Commentary,Daniel,"Barcelona, Archivo Capitular 64, f. 117rb-124rb, saec. xi.*",Barcelona, Archivo Capitular 64,117rb-124rb,xi
1157,,Commentarium in Danielem,Commentary,Daniel,"Turin, Biblioteca Nazionale 531 (D V 17), f. 241v-252v, saec. xii.*",Turin, Biblioteca Nazionale 531 (D V 17),241v-252v,xii
1158,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Albi, Bibliothèque municipale 31, f. 1r-41v, saec. ix. Full version.",Albi, Bibliothèque municipale 31,1r-41v,ix
1159,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Auxerre, Bibliothèque municipale 49, f. 19va-33vb, saec. xiii. Attributed to Remigius in MS. Short version. (S) *",Auxerre, Bibliothèque municipale 49,19va-33vb,xiii
1160,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Barcelona, Archivo capitular 64, f. 168rb-192vb, saec. xi-xii. Catalonia. No attribution in MS. Full version. *",Barcelona, Archivo capitular 64,168rb-192vb,xi-xii
1161,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Berlin, Staatsbibliothek – Preussischer Kulturbesitz, Theol. Lat. fol. 725 (Phillipps 413), f. 53v-114v, saec. xi (before 1058). O: western Germany; P: Mainz, Abtei Jakobsberg. No attribution in MS. Full version.*",Berlin, Staatsbibliothek – Preussischer Kulturbesitz,53v-114v,xi
1162,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Gent, Bibliotheek der Rijksuniversiteit 254, f. 1v-52v, saec. x.",Gent, Bibliotheek der Rijksuniversiteit 254,1v-52v,x
1163,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Grenoble, Bibliothèque municipale  216 (237), f. 1ra-24rb, saec. xiii. Chartreux. No attribution in MS. Short version.(S) *",Grenoble, Bibliothèque municipale  216 (237),1ra-24rb,xiii
1164,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Grenoble, Bibliothèque municipale 310 (238), f. 1ra-17ra, saec. xiii. Chartreux. Attributed to Remigiius in MS. Short version. (S) *",Grenoble, Bibliothèque municipale 310 (238),1ra-17ra,xiii
1165,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Krakow (Berlin, Lat. Qu. 667 (Görres 3)), f. 1r-34r, saec. x-xi. Trier, St. Maximini. No attribution in MS. Full version.*",Krakow (Berlin, Lat. Qu. 667 (Görres 3)),1r-34r,x-xi
1166,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Nurnberg, V.26. 1446. Attributed to Heimo in MS. (S)",Nurnberg, V.26. 1446. Attributed to Heimo in MS. (S),,unknown
1167,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Paris, Bibliothèque national de France lat. 3000, f. 1r-24v, saec. xii. Attributed to Remigius in MS. Short version. (S)*",Paris, Bibliothèque national de France lat. 3000,1r-24v,xii
1168,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Paris, Bibliothèque nationale lat. 15313, f. 1va-14va, saec. xii. Attributed to Remigius in MS. Short version. (S)*",Paris, Bibliothèque nationale lat. 15313,1va-14va,xii
1169,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Pommersfelden, Schloss-Bibliothek 215, f. 1- saec. xiv inc. Attributed to Haimo in MS. (S)",Pommersfelden, Schloss-Bibliothek 215,1- saec,xiv inc
1170,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Rimini, Biblioteca Gambalungha 116 (D.iv.189), saec. xviii.*",Rimini, Biblioteca Gambalungha 116 (D.iv.189),,xviii
1171,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Stuttgart, Württembergische Landesbibliothek Theol. 2o 226, f. 1r-57v, saec. xii; Zweifalten. Attributed to Haimo in MS. Full version. *",Stuttgart, Württembergische Landesbibliothek Theol. 2o 226,1r-57v,xii
1172,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Turin, Biblioteca Nazionale 531 (D V 17), f. 252v-288v, saec. xii. No attribution in MS. Full version.*",Turin, Biblioteca Nazionale 531 (D V 17),252v-288v,xii
1173,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Trier, Priesterseminar 39, f. 1va-60rb, saec. xiii. Attributed to Haimo in MS. Full version.*",Trier, Priesterseminar 39,1va-60rb,xiii
1174,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Troyes, Bibliothèque municipale 42, f. 1ra-14ra, saec. xii. Clairvaux. Attributed to Remigius",Troyes, Bibliothèque municipale 42,1ra-14ra,xii
1175,Haimo,Commentarium in Hoseam,Commentary,Hosea,"Vatican, Biblioteca Apostolica lat. 647, f. 1ra-37va, saec. xii4/4. Attributed to Remigius in MS. Short version. (S) *",Vatican, Biblioteca Apostolica lat. 647,1ra-37va,xii4/4
1176,Haimo,Expositio in Ioelem Propetam,Exposition,Joel,"Berlin, Staatsbibliothek – Preussischer Kulturbesitz Theol. Lat. fol. 725 (Phillipps 413), f. 115r-120v, saec. xi (before 1058); O: Western Germany; P: Mainz, Abtei Jakobsberg.*",Berlin, Staatsbibliothek – Preussischer Kulturbesitz Theol. Lat. fol. 725 (Phillipps 413),115r-120v,xi
1177,Haimo,Expositio in Ioelem Propetam,Exposition,Joel,"Bern, Burgerbibliothek 51, f. 1ra-3vb, saec. ix. O: Auxerre. (S)*",Bern, Burgerbibliothek 51,1ra-3vb,ix
1178,Haimo,Expositio in Ioelem Propetam,Exposition,Joel,"Montpellier, Bibliothèque interuniversitaire, section medicine H. 77, f. 1r-4v, saec. ix.*",Montpellier, Bibliothèque interuniversitaire,1r-4v,ix
1179,Haimo,Expositio in Ioelem Propetam,Exposition,Joel,"Stuttgart, Württembergische Landesbibliothek Theol. 2o 226, f. 57v-63r, saec. xii; Zweifalten.*",Stuttgart, Württembergische Landesbibliothek Theol. 2o 226,57v-63r,xii
1180,Haimo,Commentarium in Prophetam Amos,Commentary,Amos,"Berlin, Staatsbibliothek – Preussischer Kulturbesitz Theol. Lat. fol. 725 (Phillipps 413), f. 121r-129r, saec. xi (before 1058); O: Western Germany; P: Mainz, Abtei Jakobsberg.*",Berlin, Staatsbibliothek – Preussischer Kulturbesitz Theol. Lat. fol. 725 (Phillipps 413),121r-129r,xi
1181,Haimo,Commentarium in Prophetam Amos,Commentary,Amos,"Bern, Burgerbibliothek 51, f. 4ra-6vb, saec. ix. O: Auxerre. (S)*",Bern, Burgerbibliothek 51,4ra-6vb,ix
1182,Haimo,Commentarium in Prophetam Amos,Commentary,Amos,"Montpellier, Bibliothèque interuniversitaire, section medicine H. 77, f. 4v-6vb, saec. ix.*",Montpellier, Bibliothèque interuniversitaire,4v-6vb,ix
1183,Haimo,Commentarium in Prophetam Amos,Commentary,Amos,"Stuttgart, Württembergische Landesbibliothek Theol. 2o 226, f. 63r-70r, saec. xii; Zweifalten.*",Stuttgart, Württembergische Landesbibliothek Theol. 2o 226,63r-70r,xii
1184,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Albi, Bibliothèque municipale 31, f. 72v-75v, saec. ix.",Albi, Bibliothèque municipale 31,72v-75v,ix
1185,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Barcelona, Archivo Capitular 64, f. 192vb-194vb, saec. x-xi. Stegmüller 8577.*",Barcelona, Archivo Capitular 64,192vb-194vb,x-xi
1186,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Gent, Bibliotheek der Rijksuniversiteit 254, f. 52v-56r, saec. x.*",Gent, Bibliotheek der Rijksuniversiteit 254,52v-56r,x
1187,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Krakow (Berlin, Lat. Qu. 667), f. 35v-39v, saec. x/xi. P: Trier, St. Maximin (MS 55)*",Krakow (Berlin, Lat. Qu. 667),35v-39v,x/xi
1188,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Stuttgart, Württembergische Landesbibliothek  Theol. 2o 226, f. 71r-75v, saec. xii; Zweifalten.*",Stuttgart, Württembergische Landesbibliothek  Theol. 2o 226,71r-75v,xii
1189,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Trier, Priesterseminar, 39, f. 60rb-65vb, saec. xiii.",Trier, Priesterseminar,60rb-65vb,xiii
1190,Haimo,Commentarium in Abdias Prophetam,Commentary,Abdias,"Turin, Biblioteca Nazionale 531 (D V 17), f. 288v-291r, saec. xii.*",Turin, Biblioteca Nazionale 531 (D V 17),288v-291r,xii
1191,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Albi, Bibliothèque municipale 31, saec. ix. Hosea-Abdias only.",Albi, Bibliothèque municipale 31,,ix
1192,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Auxerre, Bibliothèque municipale 49 (49). f. 1-119, saec. xii. Sold to the library by the abbé Beau, curé de Mailly-la-Ville. Attributed to Remigius in manuscript. (S,I-P) *",Auxerre, Bibliothèque municipale 49 (49). f. 1-119,1-119,xii
1193,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Barcelona, Archivo Capitular 64, f. 101ra-117rb, saec. xi. Catalonia. Stegmuller 8513. Joel and Amos. (I)  *",Barcelona, Archivo Capitular 64,101ra-117rb,xi
1194,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Berlin, Staatsbibliothek  - Preussischer Kulturbesitz, Lat. qu. 667 (Görres 3), saec. x-xi; Trier, St. Maximin. Incomplete. MS in Krakow. Uniwersytet Jagiellonski, Biblioteka Jagiellonska. (I)*",Berlin, Staatsbibliothek  - Preussischer Kulturbesitz,,x-xi
1195,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz, Theol. Lat. fol. 725 II, saec. xi (before 1058); O: Metz (?); P: S. Jacobi prope Moguntiam. Os.- Abd only. (S,I-P) *",Berlin, Staatsbibliothek - Preussischer Kulturbesitz,,xi
1196,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Bern, Burgerbibliothek 51, f. 1-6, saec. ix-x. Fragment (Joel). (S,I-P) *",Bern, Burgerbibliothek 51,1-6,ix-x
1197,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Gent, Bibliotheek der Rijksuniversiteit 254, saec. x. *",Gent, Bibliotheek der Rijksuniversiteit 254,,x
1198,Haimo,Commentarii in Prophetas minores,Commentary,Minor Prophets,"Grenoble, Bibliothèque municipale 216 (237), saec xiii; Chartreuse des Portes. Attributed to Remigius. Hosea wanting after 5,14. (S,I-P) *",Grenoble, Bibliothèque municipale 216 (237),,xiii
